Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tacko Fall,24,7,0,4.7,1.6,2,0.786,0,0,,1.6,2,0.786,0.786,0.1,0.4,0.333,0.1,2,2.1,0.1,0.1,0.6,0.4,1,3.3
Ty Jerome,22,31,0,10.6,1.2,3.6,0.336,0.5,1.6,0.28,0.8,2,0.381,0.398,0.4,0.5,0.75,0.2,1.3,1.5,1.4,0.5,0.1,0.6,0.9,3.3
Rodney McGruder,28,56,4,15.6,1.3,3.2,0.398,0.4,1.6,0.27,0.9,1.6,0.522,0.464,0.3,0.6,0.559,0.5,2.2,2.7,0.6,0.5,0.1,0.4,1.3,3.3
Evan Turner,31,19,0,13.2,1.3,3.5,0.373,0,0.3,0,1.3,3.3,0.403,0.373,0.6,0.7,0.857,0.4,1.6,2,2,0.5,0.4,1.4,1.1,3.3
Jordan Bell,25,29,0,8.8,1.2,2.3,0.522,0.1,0.4,0.333,1.1,1.9,0.564,0.552,0.7,1.1,0.613,1,1.8,2.8,0.6,0.1,0.3,0.7,0.7,3.2
Jordan Bell,25,27,0,8.7,1.2,2.2,0.533,0.1,0.3,0.222,1.1,1.9,0.588,0.55,0.6,1.1,0.586,1,1.9,2.9,0.5,0.1,0.4,0.7,0.6,3.1
Jordan Bell,25,2,0,10.5,1.5,3.5,0.429,1,1.5,0.667,0.5,2,0.25,0.571,1,1,1,1,0.5,1.5,1,0.5,0,1.5,1,5
Goga Bitadze,20,54,2,8.7,1.3,2.8,0.467,0.1,0.8,0.19,1.1,2,0.574,0.493,0.4,0.6,0.727,0.5,1.5,2,0.4,0.2,0.7,0.5,1.2,3.2
Amir Coffey,22,18,1,8.8,1.3,3,0.426,0.3,1.1,0.316,0.9,1.9,0.486,0.481,0.3,0.6,0.545,0.2,0.7,0.9,0.8,0.3,0.1,0.4,1.1,3.2
Chimezie Metu,22,18,0,5.8,1.3,2.3,0.571,0,0.1,0,1.3,2.2,0.6,0.571,0.6,0.7,0.769,0.7,1.2,1.8,0.6,0.2,0.3,0.6,0.4,3.2
Paul Watson,25,10,0,8.7,1,2.6,0.385,0.4,1.2,0.333,0.6,1.4,0.429,0.462,0.7,0.9,0.778,0.2,1.5,1.7,0.8,0.4,0.1,0.3,0.5,3.1
Paul Watson,25,2,0,8.5,0,3.5,0,0,1.5,0,0,2,0,0,0,0,,0,1,1,1.5,0.5,0,0,0.5,0
Paul Watson,25,8,0,8.8,1.3,2.4,0.526,0.5,1.1,0.444,0.8,1.3,0.6,0.632,0.9,1.1,0.778,0.3,1.6,1.9,0.6,0.4,0.1,0.4,0.5,3.9
Matthew Dellavedova,29,57,4,14.4,1.1,3.1,0.354,0.4,1.6,0.231,0.7,1.5,0.488,0.414,0.6,0.6,0.865,0.3,1,1.3,3.2,0.4,0,1,1.4,3.1
Rayjon Tucker,22,20,0,8.1,1,2.2,0.465,0.2,0.9,0.176,0.9,1.3,0.654,0.5,1,1.2,0.826,0.2,0.9,1,0.3,0.1,0.1,0.4,0.5,3.1
Bruno Caboclo,24,30,0,8.1,1.3,3,0.427,0.2,1.1,0.182,1.1,1.9,0.571,0.461,0.3,0.3,0.889,0.8,1.2,2,0.4,0.5,0.6,0.4,1,3
Bruno Caboclo,24,22,0,8.7,1.3,3.1,0.406,0.2,1.1,0.16,1.1,2,0.545,0.435,0.1,0.1,0.667,0.8,1.2,2,0.5,0.5,0.5,0.3,1,2.8
Bruno Caboclo,24,8,0,6.5,1.3,2.5,0.5,0.3,1,0.25,1,1.5,0.667,0.55,0.8,0.8,1,0.8,1.3,2,0.3,0.6,0.6,0.8,1,3.5
Zylan Cheatham,24,4,0,12.8,1.5,2.3,0.667,0,0.3,0,1.5,2,0.75,0.667,0,0,,0.8,1.5,2.3,0.8,0.3,0.3,1,2.5,3
Udonis Haslem,39,4,1,11,1,2.8,0.364,0.3,0.8,0.333,0.8,2,0.375,0.409,0.8,1,0.75,0.3,3.8,4,0.3,0,0,0.3,1.5,3
B.J. Johnson,24,10,0,8.3,0.9,3.2,0.281,0.3,0.9,0.333,0.6,2.3,0.261,0.328,0.9,1,0.9,0.3,1.2,1.5,0.3,0.3,0,0.6,0.3,3
T.J. Leaf,22,28,1,7.9,1.3,3.1,0.419,0.2,0.6,0.278,1.1,2.4,0.456,0.448,0.3,0.6,0.438,0.8,1.7,2.5,0.3,0.4,0.1,0.3,0.8,3
Admiral Schofield,22,33,2,11.2,1.1,2.8,0.38,0.6,1.8,0.311,0.5,0.9,0.516,0.484,0.3,0.5,0.667,0.2,1.2,1.4,0.5,0.2,0.1,0.2,1.5,3
Chris Silva,23,44,0,7.9,1.1,1.8,0.615,0,0.1,0,1.1,1.7,0.64,0.615,0.8,1.3,0.673,1.4,1.5,2.9,0.5,0.2,0.5,0.7,1.9,3
Johnathan Williams,24,15,6,12,1.3,2.3,0.559,0,0.1,0,1.3,2.1,0.594,0.559,0.5,0.9,0.538,1.6,2.7,4.3,0.5,0.1,0.5,0.3,1.1,3
Jaylen Hoard,20,13,0,7.9,1.2,2.5,0.469,0,0.2,0,1.2,2.2,0.517,0.469,0.6,1,0.615,1.1,1.4,2.5,0.3,0.4,0,0.3,0.9,2.9
Adam Mokoka,21,11,0,10.2,1.1,2.5,0.429,0.5,1.4,0.4,0.5,1.2,0.462,0.536,0.2,0.4,0.5,0.6,0.3,0.9,0.4,0.4,0,0.2,1.5,2.9
Andre Roberson,28,7,0,12.4,1.1,4.1,0.276,0.4,2,0.214,0.7,2.1,0.333,0.328,0.1,0.3,0.5,1,2.9,3.9,0.6,0.1,0.4,0.3,1.9,2.9
Tyrone Wallace,25,14,0,11.4,1,3.1,0.318,0.1,1.1,0.067,0.9,2.1,0.448,0.33,0.8,1.2,0.647,0.2,1.4,1.6,0.9,0.5,0.1,0.7,1.4,2.9
Justin Anderson,26,10,1,10.7,1,3.8,0.263,0.6,2.9,0.207,0.4,0.9,0.444,0.342,0.2,0.4,0.5,0.1,2,2.1,0.8,0,0.6,0.4,1.3,2.8
Thanasis Antetokounmpo,27,20,2,6.5,1.2,2.4,0.5,0,0.5,0,1.2,1.9,0.632,0.5,0.4,0.9,0.412,0.6,0.6,1.2,0.8,0.4,0.1,0.6,0.9,2.8
John Konchar,23,19,0,9.5,1.3,1.9,0.649,0.3,0.5,0.5,1,1.4,0.704,0.716,0.1,0.1,0.5,0.9,1.5,2.5,1.2,0.4,0.2,0.4,0.4,2.8
Naz Mitrou-Long,26,5,0,9.4,1.2,3.4,0.353,0.4,2.4,0.167,0.8,1,0.8,0.412,0,0,,0,1.4,1.4,1.6,0.2,0.2,0.6,0.4,2.8
Joakim Noah,34,5,0,10,0.8,1.6,0.5,0,0,,0.8,1.6,0.5,0.5,1.2,1.6,0.75,1,2.2,3.2,1.4,0.2,0.2,1.2,1.8,2.8
Chandler Parsons,31,5,0,10.8,1,3.6,0.278,0.8,2.8,0.286,0.2,0.8,0.25,0.389,0,0,,0.2,1.2,1.4,0.6,0.8,0.2,0.6,0.6,2.8
Marial Shayok,24,4,0,7,0.8,3,0.25,0.5,1.5,0.333,0.3,1.5,0.167,0.333,0.8,1,0.75,0.3,1.5,1.8,0.3,0,0.3,0.8,1,2.8
J.R. Smith,34,6,0,13.2,1.2,3.7,0.318,0.2,1.8,0.091,1,1.8,0.545,0.341,0.3,0.3,1,0,0.8,0.8,0.5,0.2,0,0.7,0.8,2.8
Jarrod Uthoff,26,7,0,7.6,1,2.6,0.389,0.4,1.3,0.333,0.6,1.3,0.444,0.472,0.3,0.3,1,0.3,0.6,0.9,0,0.1,0,0,0.3,2.7
Jarrod Uthoff,26,4,0,3.5,0.3,1.8,0.143,0,1,0,0.3,0.8,0.333,0.143,0.5,0.5,1,0.3,0,0.3,0,0.3,0,0,0.3,1
Jarrod Uthoff,26,3,0,13,2,3.7,0.545,1,1.7,0.6,1,2,0.5,0.682,0,0,,0.3,1.3,1.7,0,0,0,0,0.3,5
Jarrell Brantley,23,9,0,10.7,1.1,3.1,0.357,0.3,1.4,0.231,0.8,1.7,0.467,0.411,0.1,0.2,0.5,0.2,2,2.2,1.2,0.3,0.6,0.8,0.8,2.7
Deonte Burton,26,39,0,9.1,1.1,3.2,0.344,0.3,1.4,0.189,0.8,1.8,0.458,0.384,0.2,0.4,0.571,0.2,1.3,1.5,0.4,0.2,0.3,0.5,0.9,2.7
Ryan Anderson,31,2,0,7,1,3.5,0.286,0.5,2.5,0.2,0.5,1,0.5,0.357,0,0,,0,3.5,3.5,1,0.5,0,0.5,0.5,2.5
Justin James,23,36,0,6.4,1,2.3,0.417,0.3,0.8,0.31,0.7,1.5,0.473,0.47,0.3,0.6,0.476,0.2,0.7,0.9,0.5,0.2,0.3,0.2,0.5,2.5
Romeo Langford,20,32,2,11.6,0.9,2.5,0.35,0.2,0.8,0.185,0.7,1.7,0.434,0.381,0.6,0.8,0.72,0.5,0.8,1.3,0.4,0.3,0.3,0.3,1,2.5
Max Strus,23,2,0,3,1,1.5,0.667,0,0.5,0,1,1,1,0.667,0.5,0.5,1,0.5,0,0.5,0,0,0,0,0.5,2.5
Michael Kidd-Gilchrist,26,25,0,11.2,0.9,2.6,0.333,0.2,0.8,0.25,0.7,1.8,0.37,0.371,0.4,0.6,0.786,0.6,2.1,2.7,0.6,0.1,0.2,0.6,1.5,2.4
Michael Kidd-Gilchrist,26,12,0,13.3,1.5,4.4,0.34,0.4,1.4,0.294,1.1,3,0.361,0.387,0.6,0.8,0.778,0.8,2.2,2.9,0.8,0,0.3,0.6,1.5,4
Michael Kidd-Gilchrist,26,13,0,9.3,0.3,1,0.308,0,0.2,0,0.3,0.8,0.4,0.308,0.3,0.4,0.8,0.4,2.1,2.5,0.3,0.2,0.2,0.7,1.5,0.9
Caleb Swanigan,22,27,1,10.7,1,1.7,0.596,0,0.1,0,1,1.7,0.622,0.596,0.3,0.6,0.529,1,2.7,3.7,1.1,0.1,0.3,1.4,2.3,2.4
Caleb Swanigan,22,7,0,3.3,0.3,0.6,0.5,0,0,,0.3,0.6,0.5,0.5,0.1,0.3,0.5,0.3,0.7,1,0.3,0.1,0.3,0.9,1.1,0.7
Caleb Swanigan,22,20,1,13.3,1.3,2.2,0.605,0,0.1,0,1.3,2.1,0.634,0.605,0.4,0.8,0.533,1.3,3.4,4.7,1.5,0.1,0.3,1.6,2.7,3
Stanley Johnson,23,25,0,6,0.9,2.4,0.373,0.3,1,0.292,0.6,1.4,0.429,0.432,0.4,0.6,0.563,0.3,1.2,1.5,0.8,0.2,0.2,0.6,0.6,2.4
Terance Mann,23,41,6,8.8,0.9,1.9,0.468,0.2,0.5,0.35,0.7,1.4,0.508,0.513,0.4,0.7,0.667,0.2,1.1,1.3,1.3,0.3,0.1,0.4,1.1,2.4
Norvel Pelle,26,24,0,9.7,1,2,0.521,0,0,0,1,2,0.532,0.521,0.3,0.6,0.5,0.8,2.2,3,0.3,0.1,1.3,0.8,2.3,2.4
Gabe Vincent,23,9,0,9.2,0.9,4.1,0.216,0.7,3,0.222,0.2,1.1,0.2,0.297,0,0,,0,0.6,0.6,0.7,0.6,0,0.1,0.7,2.4
Dewan Hernandez,23,6,0,4.7,0.8,2.3,0.357,0.2,0.3,0.5,0.7,2,0.333,0.393,0.5,0.8,0.6,0.8,1.5,2.3,0.5,0.2,0,0.5,1,2.3
Shamorie Ponds,21,4,0,2.8,0.8,1.3,0.6,0.3,0.5,0.5,0.5,0.8,0.667,0.7,0.5,0.5,1,0,0.3,0.3,0.5,0,0.3,0,0.5,2.3
Johnathan Motley,24,13,0,3.2,0.8,1.2,0.733,0.1,0.1,1,0.8,1.1,0.714,0.767,0.4,0.5,0.714,0.2,0.5,0.8,0.6,0.2,0,0.4,0.5,2.2
Thabo Sefolosha,35,41,0,10.6,0.9,2.2,0.407,0.4,1.3,0.278,0.5,0.9,0.595,0.489,0.1,0.2,0.375,0.5,1.8,2.3,0.6,0.6,0.3,0.4,1,2.2
Wenyen Gabriel,22,30,1,7.8,0.7,1.6,0.438,0.2,0.7,0.3,0.5,0.9,0.536,0.5,0.5,0.7,0.682,0.7,1,1.7,0.3,0.4,0.2,0.5,1.3,2.1
Wenyen Gabriel,22,11,0,5.5,0.5,1.5,0.353,0.1,0.7,0.125,0.5,0.8,0.556,0.382,0.5,0.9,0.6,0.4,0.5,0.9,0.3,0.3,0.2,0.5,0.6,1.7
Wenyen Gabriel,22,19,1,9.2,0.8,1.6,0.484,0.3,0.6,0.417,0.5,1,0.526,0.565,0.5,0.6,0.75,0.9,1.3,2.2,0.3,0.4,0.3,0.6,1.7,2.3
Melvin Frazier,23,19,0,6.6,0.8,1.8,0.441,0.4,0.8,0.5,0.4,0.9,0.389,0.559,0.1,0.2,0.5,0.1,0.4,0.5,0.2,0.5,0.1,0.3,0.6,2.1
Michael Frazier,25,13,0,11.2,0.5,2.2,0.241,0.3,1.8,0.174,0.2,0.5,0.5,0.31,0.7,1.1,0.643,0.1,0.7,0.8,0.2,0.2,0,0.4,1.7,2.1
Khyri Thomas,23,8,0,7.6,0.6,2.1,0.294,0.6,1.8,0.357,0,0.4,0,0.441,0.3,0.5,0.5,0.1,0,0.1,0.4,0.4,0,0.4,1.1,2.1
Zach Norvell,22,5,0,8.2,0.6,2.4,0.25,0.6,1.6,0.375,0,0.8,0,0.375,0.2,0.2,1,0,1.2,1.2,0.6,0.4,0,0.6,0.8,2
Zach Norvell,22,2,0,2.5,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0.5,0.5,0,0,0,0,0,0
Zach Norvell,22,3,0,12,1,3.7,0.273,1,2.7,0.375,0,1,0,0.409,0.3,0.3,1,0,1.7,1.7,1,0.7,0,1,1.3,3.3
Derrick Walton,24,26,1,9.5,0.7,1.5,0.462,0.4,0.9,0.417,0.3,0.6,0.533,0.59,0.3,0.3,0.778,0.1,0.5,0.6,1,0.3,0,0.2,0.8,2
Derrick Walton,24,23,1,9.7,0.7,1.6,0.472,0.4,0.9,0.429,0.3,0.7,0.533,0.597,0.3,0.4,0.778,0.1,0.6,0.7,1,0.2,0,0.2,0.8,2.2
Derrick Walton,24,3,0,8.7,0.3,1,0.333,0.3,1,0.333,0,0,,0.5,0,0,,0,0.3,0.3,1.7,1,0,0.3,0.7,1
Charlie Brown Jr.,22,10,0,4,0.6,1.9,0.316,0.3,0.9,0.333,0.3,1,0.3,0.395,0.5,0.5,1,0.2,0.2,0.4,0.2,0.2,0.2,0.3,0.3,2
Alize Johnson,23,17,1,6.9,0.7,1.7,0.414,0.2,0.5,0.375,0.5,1.2,0.429,0.466,0.4,0.6,0.7,0.9,1.9,2.8,0.4,0.2,0.1,0.4,0.7,2
Louis King,20,10,0,6.2,0.8,2.1,0.381,0.4,1.1,0.364,0.4,1,0.4,0.476,0,0.3,0,0.1,0.9,1,0.5,0.2,0,0.2,1,2
Jalen Lecque,19,5,0,6.4,0.8,2,0.4,0,0.8,0,0.8,1.2,0.667,0.4,0.4,0.4,1,0,0.4,0.4,0.4,0,0,0.4,0.6,2
Malik Newman,22,1,0,4,0,2,0,0,1,0,0,1,0,0,2,2,1,0,0,0,0,0,0,1,0,2
Josh Reaves,22,4,0,7,0.8,2.3,0.333,0,0.5,0,0.8,1.8,0.429,0.333,0.5,0.5,1,0.3,0.5,0.8,0.8,0,0,0,1.3,2
Yuta Watanabe,25,18,0,5.8,0.8,1.9,0.441,0.2,0.4,0.375,0.7,1.4,0.462,0.485,0.2,0.4,0.375,0.4,0.7,1.1,0.3,0.3,0.1,0.1,0.5,2
Ignas Brazdeikis,21,9,0,5.9,0.7,2.4,0.273,0.1,1,0.111,0.6,1.4,0.385,0.295,0.4,0.6,0.8,0.2,0.3,0.6,0.4,0,0.1,0.2,0.3,1.9
Oshae Brissett,21,19,0,7.1,0.7,1.9,0.361,0.2,0.8,0.2,0.5,1.1,0.476,0.403,0.4,0.5,0.8,0.5,0.9,1.4,0.4,0.2,0.1,0.4,0.9,1.9
Vic Law,24,8,0,7.8,0.8,2.3,0.333,0.1,0.9,0.143,0.6,1.4,0.455,0.361,0.3,0.8,0.333,0.3,1.1,1.4,0.4,0.3,0,0.3,0.8,1.9
Vincent Poirier,26,22,0,5.9,0.8,1.6,0.472,0,0.1,0.5,0.7,1.5,0.471,0.486,0.3,0.3,0.857,0.6,1.4,2,0.4,0.1,0.4,0.4,1.1,1.9
Tyler Cook,22,13,0,4.2,0.6,0.9,0.667,0,0,,0.6,0.9,0.667,0.667,0.5,0.6,0.875,0.5,0.6,1.1,0.1,0.2,0,0.2,0.4,1.8
Tyler Cook,22,11,0,3.2,0.6,0.9,0.7,0,0,,0.6,0.9,0.7,0.7,0.5,0.5,0.833,0.4,0.5,0.9,0.1,0.1,0,0.1,0.4,1.7
Tyler Cook,22,2,0,9.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,1,1,1,1,1,2,0,1,0,1,0.5,2
Ed Davis,30,28,1,10.8,0.8,1.6,0.478,0,0,,0.8,1.6,0.478,0.478,0.3,0.5,0.5,1.3,2.5,3.8,0.4,0.4,0.3,0.5,2.2,1.8
Devon Hall,24,11,0,7.4,0.5,2.7,0.2,0.4,1.5,0.235,0.2,1.2,0.154,0.267,0.4,0.7,0.5,0.2,0.5,0.6,1.2,0.4,0.1,0.5,0.5,1.8
Justin Patton,22,5,0,4.8,0.8,2,0.4,0.2,0.8,0.25,0.6,1.2,0.5,0.45,0,0,,0.2,0.8,1,0.4,0,0,0.4,0.8,1.8
Kevin Hervey,23,10,0,5.2,0.7,2.7,0.259,0.3,2,0.15,0.4,0.7,0.571,0.315,0,0,,0.1,1.1,1.2,0.5,0.1,0.1,0,0.4,1.7
Luc Mbah a Moute,33,3,0,8.3,0.7,1.7,0.4,0,0.7,0,0.7,1,0.667,0.4,0.3,0.7,0.5,0.3,0.3,0.7,0,0.7,0,0.3,0,1.7
Juwan Morgan,22,21,0,6.4,0.7,1.2,0.577,0.1,0.4,0.375,0.6,0.9,0.667,0.635,0.1,0.2,0.75,0.5,0.9,1.4,0.3,0,0.1,0.3,0.9,1.7
Chasson Randle,26,3,0,13.3,0,1.3,0,0,0.7,0,0,0.7,0,0,1.7,2,0.833,0,0.7,0.7,1.7,0.7,0,0,1,1.7
Dean Wade,23,12,0,5.9,0.8,1.1,0.692,0.2,0.3,0.5,0.6,0.8,0.778,0.769,0,0.1,0,0.3,1.3,1.6,0.2,0.2,0.3,0.3,0.7,1.7
Jared Dudley,34,45,1,8.1,0.5,1.3,0.4,0.4,0.9,0.429,0.1,0.4,0.333,0.55,0,0,1,0.1,1,1.2,0.6,0.3,0.1,0.2,0.9,1.5
Josh Magette,30,8,0,4.8,0.6,1.9,0.333,0.1,0.5,0.25,0.5,1.4,0.364,0.367,0.1,0.3,0.5,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5
Jonah Bolden,24,7,0,6.7,0.6,1.6,0.364,0,0.6,0,0.6,1,0.571,0.364,0.3,0.6,0.5,0.4,0.9,1.3,0,0.4,0.3,0.3,1.4,1.4
Jonah Bolden,24,4,0,3.5,0.5,0.8,0.667,0,0.3,0,0.5,0.5,1,0.667,0,0.5,0,0,0.3,0.3,0,0.3,0,0.5,1,1
Jonah Bolden,24,3,0,11,0.7,2.7,0.25,0,1,0,0.7,1.7,0.4,0.25,0.7,0.7,1,1,1.7,2.7,0,0.7,0.7,0,2,2
Kostas Antetokounmpo,22,5,0,4,0.6,0.6,1,0,0,,0.6,0.6,1,1,0.2,0.4,0.5,0.4,0.2,0.6,0.4,0,0,0.2,0.4,1.4
KZ Okpala,20,5,0,5.2,0.6,1,0.6,0,0.2,0,0.6,0.8,0.75,0.6,0.2,0.4,0.5,0.2,0.8,1,0.2,0.4,0.2,0.2,0.4,1.4
Justin Robinson,22,9,0,5.4,0.6,1.3,0.417,0.3,0.6,0.6,0.2,0.8,0.286,0.542,0,0,,0.1,0.4,0.6,0.8,0,0.1,0.3,0.2,1.4
Nigel Williams-Goss,25,10,0,5,0.5,1.6,0.313,0.2,0.7,0.286,0.3,0.9,0.333,0.375,0.2,0.2,1,0.2,0.4,0.6,0.6,0.3,0.1,0.3,0.6,1.4
Tyson Chandler,37,26,5,8.4,0.5,0.7,0.778,0,0,,0.5,0.7,0.778,0.778,0.2,0.5,0.462,1,1.6,2.5,0.2,0.2,0.3,0.3,1.2,1.3
Kyle Guy,22,3,0,3.3,0.7,1.7,0.4,0,1,0,0.7,0.7,1,0.4,0,0,,0,0.3,0.3,0.3,0,0,0,0.3,1.3
Malcolm Miller,26,28,1,5.8,0.4,1,0.414,0.3,0.8,0.364,0.1,0.3,0.571,0.552,0.1,0.3,0.375,0.1,0.5,0.6,0.4,0.2,0.1,0.1,0.6,1.3
Tariq Owens,24,3,0,5,0.3,1.7,0.2,0,0.7,0,0.3,1,0.333,0.2,0.7,0.7,1,0.7,0.3,1,0,0.3,0,0,0.3,1.3
Jordan Bone,22,10,0,5.3,0.5,2,0.25,0.2,1,0.2,0.3,1,0.3,0.3,0,0,,0,0.4,0.4,0.8,0.1,0,0.2,0.6,1.2
Moses Brown,20,9,0,3.7,0.4,1.1,0.4,0,0,,0.4,1.1,0.4,0.4,0.3,0.9,0.375,0.3,1.2,1.6,0.1,0.1,0.1,0.3,0.8,1.2
Vlatko Čančar,22,14,0,3.2,0.4,1.1,0.4,0.1,0.4,0.167,0.4,0.6,0.556,0.433,0.3,0.3,1,0.4,0.4,0.7,0.2,0.1,0.1,0.2,0.5,1.2
Zhaire Smith,20,7,0,4.6,0.4,1.6,0.273,0,0.4,0,0.4,1.1,0.375,0.273,0.3,0.6,0.5,0,0.3,0.3,0.3,0.4,0,0.3,0.6,1.1
Jarred Vanderbilt,20,11,0,4.2,0.5,0.7,0.625,0,0.1,0,0.5,0.6,0.714,0.625,0.2,0.2,1,0.3,0.5,0.8,0.2,0.3,0.1,0.6,0.5,1.1
Jarred Vanderbilt,20,9,0,4.6,0.6,0.8,0.714,0,0,,0.6,0.8,0.714,0.714,0,0,,0.3,0.6,0.9,0.2,0.3,0.1,0.8,0.7,1.1
Jarred Vanderbilt,20,2,0,2.5,0,0.5,0,0,0.5,0,0,0,,0,1,1,1,0,0.5,0.5,0,0,0,0,0,1
Quinndary Weatherspoon,23,11,0,7.1,0.5,1.5,0.294,0.1,0.5,0.2,0.4,1.1,0.333,0.324,0.1,0.2,0.5,0.1,0.5,0.6,1,0.3,0.1,0.5,0.7,1.1
Kyle Alexander,23,2,0,6.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,1,0.5,1.5,0,0,0,0.5,0.5,1
Brian Bowen,21,6,1,5.2,0.5,1.7,0.3,0,0.3,0,0.5,1.3,0.375,0.3,0,0,,0.2,1,1.2,0,0,0.2,0.2,0.5,1
Corey Brewer,33,5,0,6.6,0.4,0.8,0.5,0,0.2,0,0.4,0.6,0.667,0.5,0.2,0.6,0.333,0.4,1.2,1.6,0.4,0.8,0,0.4,1.4,1
Antonius Cleveland,25,11,0,4.2,0.4,1.3,0.286,0,0.3,0,0.4,1,0.364,0.286,0.3,0.5,0.6,0.2,0.5,0.6,0.1,0.1,0.3,0.2,0.7,1
Josh Gray,26,2,0,11.5,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,0.5,0.5,1,1,0,0,2.5,0.5,1
Tyler Zeller,30,2,0,2,0.5,2,0.25,0,0,,0.5,2,0.25,0.25,0,0,,1.5,0.5,2,0,0,0,0,0,1
Amile Jefferson,26,18,0,4.1,0.3,0.8,0.357,0,0,,0.3,0.8,0.357,0.357,0.3,0.8,0.357,0.6,0.7,1.3,0.2,0.1,0.2,0.2,0.4,0.8
Daryl Macon,24,4,0,3.5,0.3,0.8,0.333,0.3,0.5,0.5,0,0.3,0,0.5,0,0,,0,0,0,0.3,0,0,0.5,0.3,0.8
Jared Harper,22,3,0,2.7,0.3,1.3,0.25,0,0.7,0,0.3,0.7,0.5,0.25,0,0,,0,0,0,0,0,0,0,0,0.7
Joe Chealey,24,4,0,8.3,0,1.8,0,0,1,0,0,0.8,0,0,0.5,0.5,1,0,0,0,0.3,1,0,0.5,0.5,0.5
Matt Mooney,23,4,0,4.8,0.3,1,0.25,0,0.5,0,0.3,0.5,0.5,0.25,0,0,,0,0.8,0.8,0.3,0.5,0.3,0,0.3,0.5
Henry Ellenson,23,5,0,3,0.2,1.4,0.143,0,0.8,0,0.2,0.6,0.333,0.143,0,0,,0.4,0.8,1.2,0.2,0,0,0,0.2,0.4
Marques Bolden,21,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,2,2,0,1,0,0,1,0
William Howard,26,2,0,6.5,0,2,0,0,2,0,0,0,,0,0,0,,0,1,1,0.5,0,0,0.5,0.5,0
Stanton Kidd,27,4,0,3.8,0,0.8,0,0,0.3,0,0,0.5,0,0,0,0,,0,0.8,0.8,0.3,0,0,0.5,0.8,0
J.P. Macura,24,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
Isaiah Roby,21,3,0,3.7,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0,0.7,0.7,0,0,0,0.3,0.3,0
