Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,
Petr Cornelie,26,13,0,2.9,0.4,1.2,0.333,0.1,0.6,0.125,0.3,0.5,0.571,0.367,0.2,0.3,0.75,0.5,0.5,1.1,0.2,0.1,0.1,0.3,0.5,1.1,,
Tacko Fall,26,11,1,5.4,0.5,1.1,0.417,0,0,,0.5,1.1,0.417,0.417,0.2,0.6,0.286,0.6,1.5,2.1,0.2,0,0.5,0.3,0.3,1.1,,
Marcus Garrett,23,12,0,10.7,0.4,1.8,0.238,0.1,0.3,0.25,0.3,1.4,0.235,0.262,0.2,0.4,0.4,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1,,
RJ Nembhard Jr.,22,14,0,4.5,0.4,1.3,0.333,0,0.1,0,0.4,1.1,0.375,0.333,0.2,0.3,0.75,0.2,0.3,0.5,0.9,0.1,0,0.2,0.1,1.1,,
Yves Pons,22,12,0,5.9,0.4,1.3,0.313,0.3,0.8,0.333,0.2,0.6,0.286,0.406,0,0.2,0,0.4,0.6,1,0.1,0.1,0.3,0.1,0.5,1.1,,
Shaq Buchanan,25,2,0,5,0.5,2,0.25,0,1,0,0.5,1,0.5,0.25,0,0,,0.5,0.5,1,1,0.5,0,1,0.5,1,,
Kai Jones,21,21,0,3,0.4,0.7,0.643,0,0.1,0.5,0.4,0.6,0.667,0.679,0.1,0.4,0.375,0.1,0.4,0.5,0.2,0,0.1,0.3,0.4,1,,
Dakota Mathias,26,6,0,2.7,0.3,1,0.333,0.3,1,0.333,0,0,,0.5,0,0,,0,0.3,0.3,0.2,0.2,0,0,0.2,1,,
Deividas Sirvydis,21,3,0,9,0.3,3.3,0.1,0.3,2.3,0.143,0,1,0,0.15,0,0,,0,2,2,0.3,1,0.3,0,1.3,1,,
Jaden Springer,19,2,0,3,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0.5,0.5,1,0,0,1,0.5,0,1,,
Tyrell Terry,21,2,0,1.5,0.5,0.5,1,0,0,,0.5,0.5,1,1,0,0,,0,0,0,0,0,0,0,0.5,1,,
McKinley Wright IV,23,5,0,3.8,0.4,0.6,0.667,0.2,0.4,0.5,0.2,0.2,1,0.833,0,0,,0,0,0,0.6,0,0,0.2,0.2,1,,
Ed Davis,32,31,3,6.5,0.4,0.5,0.688,0,0,,0.4,0.5,0.688,0.688,0.2,0.5,0.429,0.5,1.6,2.1,0.2,0.1,0.3,0.2,1.1,0.9,,
Carlik Jones,24,5,0,4.6,0.2,1.8,0.111,0,0.2,0,0.2,1.6,0.125,0.111,0.4,0.4,1,0.2,0.4,0.6,1,0.2,0,0.6,0,0.8,,
Carlik Jones,24,3,0,6.3,0,2.3,0,0,0.3,0,0,2,0,0,0.7,0.7,1,0.3,0.7,1,1.7,0.3,0,1,0,0.7,,
Carlik Jones,24,2,0,2,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,0,0,0,0,0,0,0,0,1,,
Isaac Bonga,22,15,0,4.6,0.2,0.9,0.231,0.1,0.3,0.25,0.1,0.6,0.222,0.269,0.3,0.5,0.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8,,
Jarron Cumberland,24,3,0,4,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,,0.3,0.7,1,0.3,0,0,0,0.7,0.7,,
Chandler Hutchison,25,6,0,3.7,0.2,0.3,0.5,0,0,,0.2,0.3,0.5,0.5,0.3,0.3,1,0,0.8,0.8,0.3,0,0,0.7,0.2,0.7,,
DaQuan Jeffries,24,3,0,3,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,,0,0.7,0.7,0.3,0,0,0,0.3,0.7,,
Jaylen Morris,26,3,0,5.3,0,2,0,0,0.7,0,0,1.3,0,0,0.7,1.3,0.5,0,0.7,0.7,0.7,0,0,0.3,0.7,0.7,,
Xavier Sneed,24,9,0,4.3,0.2,1.1,0.2,0.1,0.9,0.125,0.1,0.2,0.5,0.25,0,0,,0.2,0.4,0.7,0.1,0,0,0,0.2,0.6,,
Xavier Sneed,24,2,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0.5,0.5,1,0,0,0,0,1,0,,
Xavier Sneed,24,7,0,4.4,0.3,1.1,0.25,0.1,0.9,0.167,0.1,0.3,0.5,0.313,0,0,,0.1,0.4,0.6,0.1,0,0,0,0,0.7,,
Solomon Hill,30,13,1,10.7,0.2,1.5,0.15,0.2,1,0.154,0.1,0.5,0.143,0.2,0,0,,0.5,1.3,1.8,0.9,0.3,0.2,0.1,1.2,0.6,,
Robert Woodard II,22,12,0,3.5,0.2,1.3,0.125,0.1,0.3,0.25,0.1,1,0.083,0.156,0.2,0.2,1,0.4,0.5,0.9,0.3,0.1,0.1,0.1,0.3,0.6,,
Sharife Cooper,20,13,0,3,0.2,1.1,0.214,0.1,0.5,0.167,0.2,0.6,0.25,0.25,0,0,,0,0.4,0.4,0.4,0,0,0.4,0.1,0.5,,
Scottie Lewis,21,2,0,3.5,0,0,,0,0,,0,0,,,0.5,1,0.5,0,0,0,0.5,0.5,0,0,0,0.5,,
Joel Ayayi,21,7,0,2.9,0.1,0.9,0.167,0,0.1,0,0.1,0.7,0.2,0.167,0,0,,0.1,0.3,0.4,0.6,0,0,0,0,0.3,,
Aaron Henry,22,6,0,2.8,0.2,0.8,0.2,0,0.2,0,0.2,0.7,0.25,0.2,0,0,,0,0.2,0.2,0,0,0.3,0.3,0.3,0.3,,
George King,28,4,0,4.8,0,1.3,0,0,1,0,0,0.3,0,0,0.3,0.5,0.5,0,1.3,1.3,0,0,0,0.3,1,0.3,,
Miye Oni,24,16,0,2.8,0.1,0.6,0.222,0.1,0.5,0.125,0.1,0.1,1,0.278,0,0.1,0,0.1,0.4,0.4,0.3,0,0,0.1,0.4,0.3,,
Cat Barber,27,3,0,4.3,0,1.3,0,0,0,,0,1.3,0,0,0,1.3,0,0.3,0.7,1,1,0,0,0.3,0.3,0,,
Jordan Bell,27,1,0,2,0,0,,0,0,,0,0,,,0,0,,1,0,1,0,1,0,0,2,0,,
Zylan Cheatham,26,1,0,5,0,3,0,0,2,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
Sam Dekker,27,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,
Javin DeLaurier,23,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,0,1,0,0,1,0,,
Jaime Echenique,24,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,
Jordan Goodwin,23,2,0,3,0,1.5,0,0,0.5,0,0,1,0,0,0,0,,0,0.5,0.5,0,0,0,0,0.5,0,,
Tyler Hall,24,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,
Nate Hinton,22,2,0,1,0,0.5,0,0,0,,0,0.5,0,0,0,0,,0,0,0,0,0,0,0.5,0,0,,
Jay Huff,23,4,0,5,0,0.8,0,0,0.5,0,0,0.3,0,0,0,0,,0.3,0.8,1,0.3,0.3,0.3,0.3,0.3,0,,
Feron Hunt,22,2,0,4,0,1,0,0,0,,0,1,0,0,0,0,,0.5,0,0.5,0.5,0.5,0,0.5,0.5,0,,
DeJon Jarreau,24,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,
David Johnson,20,2,0,1,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,
Arnoldas Kulboka,24,2,0,2.5,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0.5,0,,
Anthony Lamb,24,2,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0.5,0.5,1,0,0,0,0,0,,
JaQuori McLaughlin,24,4,0,2.8,0,0.5,0,0,0.3,0,0,0.3,0,0,0,0,,0,0,0,0.5,0,0,0,0.3,0,,
C.J. Miles,34,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,,
Matt Mooney,25,1,0,2,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,1,0,1,0,0,,
Ade Murkey,24,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,
Jaysean Paige,27,1,0,7,0,3,0,0,2,0,0,1,0,0,0,0,,0,1,1,1,0,0,1,2,0,,
Trayvon Palmer,27,1,0,17,0,1,0,0,0,,0,1,0,0,0,0,,0,2,2,0,0,0,1,2,0,,
Emanuel Terry,25,3,0,6,0,1.7,0,0,0,,0,1.7,0,0,0,0,,2.7,2.3,5,0.7,0.3,0,1.7,1.3,0,,
Jon Teske,24,3,0,2.7,0,0.3,0,0,0,,0,0.3,0,0,0,0.7,0,0,0.7,0.7,0.3,0.3,0,0,0.3,0,,
M.J. Walker,23,2,0,4,0,2,0,0,1,0,0,1,0,0,0,0,,0,0.5,0.5,0.5,1,0,0,0.5,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
